pr,url,art,pfadImReview,auditZuordnung,zuordnungTyp,threadId,isResolved,technischerStatus,fixCommit,testOderGegenbeleg,kurztext,abschlussgruppe,abschlussstatus,abschlussnachweis
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5255894146,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **Medium-High** (unchanged) Re-evaluated after `2e8a7f8f` (049 backfill compatibility). Derived from the,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5255894146 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4053335834,Inline,backend/migrations/versions/054_trend_window_days.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38r,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-8aee5a4e-a3f0-4c35-996a-900ae3872442 --> Risk focus (data model): still not a Very Low additive migrati,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4053335835,Inline,backend/app/services/multivariate_analytics.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38s,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-8aee5a4e-a3f0-4c35-996a-900ae3872442 --> Risk focus (analytics worker): median-split frequencies still,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4053335836,Inline,apps/web/src/lib/stores/analysisRange.ts,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38t,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-8aee5a4e-a3f0-4c35-996a-900ae3872442 --> Risk focus (shared client state): `analysisRange` is `TrendWin,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4053335838,Inline,apps/web/src/routes/trends/+page.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38v,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-8aee5a4e-a3f0-4c35-996a-900ae3872442 --> Risk focus (Compare): Zeitversatz is still applied **after** s,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4053335840,Inline,backend/app/services/marker_tag_backfill_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38w,true,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-8aee5a4e-a3f0-4c35-996a-900ae3872442 --> Risk focus (049 upgrade path, new in `2e8a7f8f`): `load_only`",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4053335842,Inline,backend/app/services/tag_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38y,true,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-8aee5a4e-a3f0-4c35-996a-900ae3872442 --> Risk focus (permission query shape, new in `2e8a7f8f`): `list_",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056303655,Inline,backend/migrations/versions/054_trend_window_days.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38r,true,offen – Fix/Regressionstest prüfen,,,"Geprüft — die Migration tut bereits, was hier eingefordert wird. `op.add_column` mit `nullable=False` **und** `server_default=sa.text(""28"")` ist ein einziges `ALTER TABLE ... ADD C",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259789310,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259789310 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056303972,Inline,backend/app/services/multivariate_analytics.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38s,true,offen – Fix/Regressionstest prüfen,,,"Hier lag ein echter Bug — behoben in `2bb5b85`. **Empty-Side-Handling** war korrekt (`None` bei leerer Seite, `< 4` Zeilen, `nunique < 2`). **Der Nenner war es nicht.** Nicht-Schla",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259789637,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259789637 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056304281,Inline,apps/web/src/lib/stores/analysisRange.ts,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38t,true,offen – Fix/Regressionstest prüfen,,,"Beides ist so beabsichtigt und im Code explizit. **Server gewinnt — absichtlich.** `hydrateFromServer` ruft `persist()`, weil die Server-Preference die kanonische Quelle ist und de",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259789919,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259789919 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056304611,Inline,apps/web/src/routes/trends/+page.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38v,true,offen – Fix/Regressionstest prüfen,,,"Die Reihenfolge ist mathematisch irrelevant. `smoothTimeseriesPoints` ist ein gleitender Mittelwert, also ein **linearer, zeitinvarianter** Operator, und `applySleepZeitversatz` is",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259790290,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259790290 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056305333,Inline,backend/app/services/timezone_utils.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHc5Y,true,offen – Fix/Regressionstest prüfen,,,## CodeQL / Polynomial regular expression used on uncontrolled data This [regular expression](1) that depends on a [user-provided value](2) may run slow on strings with many repeti,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259790975,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259790975 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056306918,Inline,backend/migrations/versions/054_trend_window_days.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHdJA,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-b1d6b9f2-21de-4549-8a33-0d69bb64e0a4 --> Risk focus (data model): still not a Very Low additive migrati,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056306921,Inline,backend/app/services/multivariate_analytics.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHdJC,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-b1d6b9f2-21de-4549-8a33-0d69bb64e0a4 --> Risk focus (analytics worker): the extra per-finding `build_la,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056306922,Inline,apps/web/src/lib/stores/analysisRange.ts,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHdJD,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-b1d6b9f2-21de-4549-8a33-0d69bb64e0a4 --> Risk focus (shared client state): `analysisRange` is `TrendWin,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056306923,Inline,apps/web/src/routes/trends/+page.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHdJE,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-b1d6b9f2-21de-4549-8a33-0d69bb64e0a4 --> Risk focus (Compare): Zeitversatz is still applied **after** s,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056306925,Inline,backend/app/services/marker_tag_backfill_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHdJG,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-b1d6b9f2-21de-4549-8a33-0d69bb64e0a4 --> Risk focus (049 upgrade path): `load_only` whitelist is now st,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056306926,Inline,backend/app/services/tag_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHdJH,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-b1d6b9f2-21de-4549-8a33-0d69bb64e0a4 --> Risk focus (permission query shape): `list_tags_for_entry` sti,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259792678,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **Medium-High** (unchanged) Re-evaluated after `2bb5b853` (honest lag evidence). Derived from the curren,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259792678 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056309238,Inline,apps/web/src/routes/trends/+page.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38v,true,offen – Fix/Regressionstest prüfen,,,"Die Reihenfolge ist mathematisch irrelevant. `smoothTimeseriesPoints` ist ein gleitender Mittelwert, also ein **linearer, zeitinvarianter** Operator, und `applySleepZeitversatz` is",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259794940,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259794940 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056309532,Inline,backend/app/services/marker_tag_backfill_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38w,true,offen – Fix/Regressionstest prüfen,,,"Geprüft und zusätzlich abgesichert — `2bb5b85`. **Die Whitelist deckt sich mit dem, was der Revision-Log liest.** Feld für Feld gegen `_entry_payload_from_model(..., for_revision_l",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259795242,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259795242 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056309770,Inline,backend/app/services/tag_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_38y,true,offen – Fix/Regressionstest prüfen,,,"Geprüft — die Umstellung ändert nicht, wer was lesen darf. **Prädikat identisch.** `_require_owned_entry` filtert auf dieselben zwei Bedingungen (`Entry.id == entry_id`, `Entry.use",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259795519,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259795519 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056310058,Inline,backend/app/services/timezone_utils.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_kOx,false,offen – Fix/Regressionstest prüfen,,,"Berechtigt — der Alert stand noch, obwohl `6facacdc` die Zeile schon sanitisiert hatte. Grund: dort wurde mit `re.sub` über die unsicheren Zeichen ersetzt, und **`re.sub` wird von",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259795816,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259795816 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056310268,Inline,backend/app/services/timezone_utils.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHc5Y,true,offen – Fix/Regressionstest prüfen,,,"Korrekt, und das war meine Regression — behoben in `16cdbae`. Der Guard aus `2bb5b85` hat `py/log-injection` geschlossen und sich dabei diesen Alert eingehandelt: ```python _IANA_T",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259796026,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259796026 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259797072,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **Medium-High** (unchanged) Re-evaluated after `16cdbaee` (timezone log-guard ReDoS follow-up). Derived,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259797072 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056311319,Inline,backend/migrations/versions/054_trend_window_days.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHd4r,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-738fa9a0-be4d-4146-b23d-8baf39f752af --> Risk focus (data model): still not a Very Low additive migrati,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056311322,Inline,backend/app/services/multivariate_analytics.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHd4s,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-738fa9a0-be4d-4146-b23d-8baf39f752af --> Risk focus (analytics worker): the extra per-finding `build_la,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
